Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023-06-08 17:42:23-05:30,58,others,weekly,groceries and gourmet food;clothing and fashion,sometimes,few times per month,keyword,multiple pages,4,yes,sometimes,others,often,no,moderately,no,sometimes,3,3,all the above,product quality and accuracy,292046
2023-06-07 22:44:42-05:30,66,female,weekly,groceries and gourmet food;beauty and personal care;home and kitchen,yes,few times per week,keyword,multiple pages,2,yes,rarely,found a better price elsewhere,sometimes,no,heavily,sometimes,sometimes,1,2,customer service,no issues,598396
2023-06-09 10:23:05-05:30,28,not_preferred,few times per month,groceries and gourmet food;beauty and personal care;others,yes,few times per month,filter,first page,1,no,never,found a better price elsewhere,sometimes,no,never,yes,yes,4,5,all the above,scrolling option would be much better than going to next page,972085
2023-06-06 20:55:08-05:30,66,male,multiple times per week,groceries and gourmet food;beauty and personal care;others,sometimes,few times per week,keyword,first page,3,maybe,rarely,high shipping costs,rarely,no,never,sometimes,yes,3,1,competitive prices,reducing packaging waste,539843
2023-06-08 17:54:49-05:30,40,not_preferred,multiple times per week,home and kitchen;others,yes,few times per month,keyword,first page,3,maybe,sometimes,high shipping costs,often,yes,heavily,yes,yes,2,3,competitive prices,irrelevant product suggestions,807496
2023-06-08 21:40:24-05:30,23,others,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,yes,few times per week,keyword,multiple pages,3,no,always,found a better price elsewhere,rarely,no,never,yes,no,3,5,quick delivery,scrolling option would be much better than going to next page,498531
2023-06-11 23:06:16-05:30,25,others,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen;others,no,rarely,others,first page,3,yes,rarely,high shipping costs,sometimes,yes,rarely,sometimes,no,1,2,competitive prices,quality of product is very poor according to the big offers,247268
2023-06-08 18:39:59-05:30,41,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;home and kitchen,yes,few times per week,others,first page,2,yes,rarely,changed my mind or no longer need the item,sometimes,yes,never,no,no,4,1,customer service,no issues,205332
2023-06-08 18:39:59-05:30,18,male,once a month,groceries and gourmet food;home and kitchen;others,yes,rarely,others,first page,3,yes,always,others,sometimes,yes,never,sometimes,yes,1,2,product recommendations,unknown,848322
2023-06-07 03:08:03-05:30,27,male,weekly,groceries and gourmet food;clothing and fashion;others,yes,multiple times a day,keyword,first page,1,no,always,found a better price elsewhere,often,no,moderately,sometimes,yes,3,3,customer service,user interface,902133
2023-06-11 09:53:31-05:30,34,male,weekly,beauty and personal care;clothing and fashion;others,yes,few times per week,others,multiple pages,5,no,often,high shipping costs,always,yes,moderately,sometimes,yes,3,2,user-friendly website/app interface,no issues,536257
2023-06-11 22:52:47-05:30,53,female,once a month,groceries and gourmet food,yes,few times per month,categories,multiple pages,4,yes,often,changed my mind or no longer need the item,sometimes,no,rarely,sometimes,sometimes,4,4,all the above,user interface,532712
2023-06-05 22:06:46-05:30,8,not_preferred,multiple times per week,groceries and gourmet food;beauty and personal care,yes,few times per month,others,multiple pages,1,no,always,high shipping costs,always,no,moderately,no,no,3,1,quick delivery,better app interface and lower shipping charges,951405
2023-06-05 13:27:08-05:30,17,others,multiple times per week,groceries and gourmet food,sometimes,few times per month,filter,first page,5,yes,sometimes,changed my mind or no longer need the item,often,yes,rarely,no,no,2,3,user-friendly website/app interface,user interface,903819
2023-06-08 17:28:47-05:30,40,male,less than once a month,groceries and gourmet food,sometimes,few times per week,filter,first page,2,no,always,found a better price elsewhere,never,yes,rarely,sometimes,no,3,1,all the above,shipping speed and reliability,801509
2023-06-07 06:09:58-05:30,16,male,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times per week,keyword,first page,3,no,always,others,never,yes,never,no,sometimes,5,2,customer service,unknown,752627
2023-06-12 14:43:30-05:30,52,female,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,multiple times a day,keyword,multiple pages,1,no,never,others,always,yes,moderately,yes,yes,4,3,quick delivery,unknown,161473
2023-06-09 14:35:29-05:30,67,female,few times per month,groceries and gourmet food;home and kitchen,no,rarely,categories,first page,5,yes,always,high shipping costs,often,yes,rarely,sometimes,yes,1,4,user-friendly website/app interface,irrelevant product suggestions,917469
2023-06-07 12:29:31-05:30,56,female,few times per month,groceries and gourmet food;beauty and personal care;others,yes,few times per month,filter,first page,2,yes,rarely,found a better price elsewhere,never,yes,moderately,yes,yes,1,3,wide product selection,scrolling option would be much better than going to next page,417609
2023-06-12 14:51:24-05:30,12,others,multiple times per week,groceries and gourmet food;clothing and fashion;others,sometimes,few times per month,filter,multiple pages,3,maybe,often,changed my mind or no longer need the item,always,no,rarely,yes,no,1,5,wide product selection,user interface,169315
2023-06-08 17:16:17-05:30,62,not_preferred,multiple times per week,clothing and fashion;home and kitchen,sometimes,multiple times a day,others,multiple pages,3,maybe,never,high shipping costs,often,yes,moderately,no,yes,1,5,wide product selection,no issues,813823
2023-06-08 17:39:54-05:30,24,others,multiple times per week,groceries and gourmet food;beauty and personal care;others,sometimes,multiple times a day,filter,multiple pages,3,yes,often,found a better price elsewhere,always,no,occasionally,sometimes,no,3,2,customer service,unknown,104040
2023-06-05 11:20:41-05:30,33,male,less than once a month,beauty and personal care;others,no,few times per month,keyword,first page,1,maybe,always,high shipping costs,rarely,yes,rarely,no,no,2,2,quick delivery,no issues,184160
2023-06-05 18:49:25-05:30,60,male,less than once a month,others,sometimes,multiple times a day,filter,multiple pages,2,yes,never,found a better price elsewhere,always,yes,occasionally,no,yes,2,3,customer service,unknown,262515
2023-06-06 20:08:19-05:30,49,not_preferred,less than once a month,groceries and gourmet food;home and kitchen;others,yes,rarely,keyword,multiple pages,5,maybe,never,found a better price elsewhere,never,yes,occasionally,yes,no,2,2,product recommendations,customer service responsiveness,612531
2023-06-06 18:37:26-05:30,47,male,few times per month,clothing and fashion;home and kitchen,yes,few times per month,others,multiple pages,2,maybe,never,others,often,yes,occasionally,sometimes,yes,2,4,competitive prices,customer service responsiveness,880052
2023-06-08 17:11:27-05:30,7,not_preferred,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,sometimes,multiple times a day,filter,multiple pages,4,no,always,found a better price elsewhere,sometimes,yes,rarely,sometimes,no,2,2,unknown,irrelevant product suggestions,758920
2023-06-09 10:26:01-05:30,37,not_preferred,once a month,beauty and personal care;others,sometimes,few times per week,keyword,first page,5,no,never,found a better price elsewhere,sometimes,yes,never,no,no,3,2,customer service,i have no problem with amazon yet. but others tell me about the refund issues,211490
2023-06-07 18:17:42-05:30,29,female,multiple times per week,groceries and gourmet food;beauty and personal care;home and kitchen,sometimes,few times per month,others,multiple pages,4,maybe,rarely,others,sometimes,no,occasionally,no,yes,1,1,quick delivery,shipping speed and reliability,530234
2023-06-08 08:59:45-05:30,20,male,once a month,beauty and personal care;clothing and fashion,sometimes,few times per week,keyword,multiple pages,2,yes,rarely,high shipping costs,often,yes,moderately,yes,sometimes,2,3,all the above,irrelevant product suggestions,924918
2023-06-07 11:48:25-05:30,44,not_preferred,weekly,groceries and gourmet food;clothing and fashion;home and kitchen;others,yes,few times per week,filter,first page,1,maybe,always,high shipping costs,often,no,occasionally,yes,no,2,1,user-friendly website/app interface,user interface,801819
2023-06-08 17:28:47-05:30,36,male,few times per month,groceries and gourmet food;home and kitchen,no,rarely,categories,first page,5,yes,sometimes,high shipping costs,never,yes,heavily,yes,yes,1,1,customer service,i have no problem with amazon yet. but others tell me about the refund issues,457095
2023-06-08 22:41:11-05:30,45,male,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,rarely,keyword,first page,3,maybe,always,high shipping costs,often,yes,rarely,yes,yes,5,3,customer service,i have no problem with amazon yet. but others tell me about the refund issues,550438
2023-06-05 16:46:52-05:30,3,others,less than once a month,groceries and gourmet food;home and kitchen;others,no,rarely,keyword,first page,4,yes,always,high shipping costs,never,no,heavily,no,sometimes,2,2,customer service,customer service responsiveness,598110
2023-06-07 22:10:58-05:30,8,female,once a month,groceries and gourmet food;clothing and fashion;home and kitchen;others,yes,few times per month,keyword,multiple pages,3,no,rarely,found a better price elsewhere,sometimes,no,heavily,yes,no,2,1,customer service,user interface,105943
2023-06-12 15:59:10-05:30,11,others,once a month,beauty and personal care;others,no,multiple times a day,keyword,multiple pages,3,yes,sometimes,high shipping costs,never,no,never,sometimes,no,2,3,unknown,product quality and accuracy,628736
2023-06-07 10:56:11-05:30,11,others,few times per month,home and kitchen,yes,rarely,keyword,first page,2,maybe,never,changed my mind or no longer need the item,always,yes,heavily,no,yes,1,3,wide product selection,scrolling option would be much better than going to next page,727443
2023-06-08 17:45:08-05:30,23,not_preferred,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times per week,filter,first page,2,no,often,changed my mind or no longer need the item,rarely,yes,rarely,yes,yes,2,4,quick delivery,user interface,779290
2023-06-05 20:52:01-05:30,5,others,few times per month,groceries and gourmet food;beauty and personal care,yes,rarely,filter,multiple pages,1,no,never,found a better price elsewhere,sometimes,no,moderately,yes,no,1,3,product recommendations,unknown,381573
2023-06-05 13:37:01-05:30,31,female,weekly,groceries and gourmet food;home and kitchen;others,no,few times per month,others,first page,1,no,always,others,always,yes,occasionally,sometimes,yes,4,4,wide product selection,quality of product is very poor according to the big offers,484312
2023-06-09 14:36:46-05:30,11,not_preferred,few times per month,others,sometimes,multiple times a day,keyword,first page,2,no,never,changed my mind or no longer need the item,always,no,never,yes,sometimes,2,4,quick delivery,shipping speed and reliability,972567
2023-06-07 22:09:54-05:30,22,male,weekly,beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times per month,categories,multiple pages,4,yes,never,others,always,yes,never,sometimes,yes,5,1,product recommendations,user interface,768589
2023-06-09 10:58:44-05:30,16,male,once a month,beauty and personal care;home and kitchen;others,yes,few times per week,filter,multiple pages,3,no,rarely,high shipping costs,rarely,yes,heavily,no,yes,3,3,customer service,irrelevant product suggestions,622769
2023-06-09 16:28:58-05:30,63,male,weekly,beauty and personal care;clothing and fashion;home and kitchen;others,no,few times per month,others,multiple pages,5,no,always,changed my mind or no longer need the item,rarely,yes,heavily,no,no,4,5,unknown,better app interface and lower shipping charges,235539
2023-06-11 22:49:05-05:30,18,others,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,no,few times per week,keyword,first page,2,no,always,found a better price elsewhere,rarely,no,occasionally,sometimes,sometimes,5,4,customer service,quality of product is very poor according to the big offers,783534
2023-06-05 22:06:15-05:30,15,not_preferred,less than once a month,others,yes,rarely,filter,first page,1,maybe,often,high shipping costs,never,no,moderately,no,yes,1,4,wide product selection,user interface,159014
2023-06-07 12:39:08-05:30,22,others,less than once a month,groceries and gourmet food;clothing and fashion,sometimes,few times per week,keyword,multiple pages,4,no,always,changed my mind or no longer need the item,rarely,yes,never,sometimes,no,4,2,customer service,user interface,840311
2023-06-07 03:08:03-05:30,45,male,few times per month,groceries and gourmet food;home and kitchen;others,yes,few times per week,keyword,first page,1,yes,always,found a better price elsewhere,never,no,heavily,no,no,4,1,product recommendations,customer service responsiveness,553091
2023-06-11 23:18:35-05:30,7,male,less than once a month,groceries and gourmet food;home and kitchen,sometimes,few times per week,others,first page,4,yes,often,others,sometimes,no,occasionally,yes,sometimes,5,4,product recommendations,better app interface and lower shipping charges,671329
2023-06-10 10:49:42-05:30,61,female,less than once a month,beauty and personal care;clothing and fashion;others,yes,few times per month,keyword,multiple pages,2,maybe,often,high shipping costs,rarely,no,never,yes,yes,2,4,all the above,no issues,584519
2023-06-11 22:44:01-05:30,64,female,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,yes,few times per month,keyword,first page,5,yes,often,found a better price elsewhere,often,no,never,sometimes,sometimes,2,3,user-friendly website/app interface,customer service responsiveness,534394
2023-06-08 22:38:51-05:30,43,female,weekly,clothing and fashion;home and kitchen,no,rarely,keyword,multiple pages,1,maybe,often,changed my mind or no longer need the item,rarely,no,heavily,no,no,5,5,all the above,no issues,807142
2023-06-04 23:27:53-05:30,21,male,few times per month,groceries and gourmet food;clothing and fashion,yes,multiple times a day,filter,first page,1,no,sometimes,high shipping costs,often,no,heavily,yes,no,2,2,competitive prices,user interface,632779
2023-06-10 10:49:42-05:30,5,male,once a month,others,yes,few times per week,keyword,multiple pages,2,yes,never,changed my mind or no longer need the item,often,yes,never,yes,yes,3,3,product recommendations,product quality and accuracy,759224
2023-06-07 23:02:45-05:30,34,not_preferred,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion,sometimes,few times per week,others,multiple pages,1,yes,often,changed my mind or no longer need the item,always,no,occasionally,no,sometimes,5,5,user-friendly website/app interface,reducing packaging waste,306249
2023-06-06 23:28:31-05:30,35,not_preferred,once a month,groceries and gourmet food;clothing and fashion,no,multiple times a day,filter,first page,3,yes,rarely,high shipping costs,sometimes,no,rarely,sometimes,sometimes,1,5,customer service,quality of product is very poor according to the big offers,450455
2023-06-09 10:31:15-05:30,31,others,once a month,beauty and personal care;clothing and fashion;others,sometimes,multiple times a day,keyword,first page,2,yes,always,high shipping costs,never,yes,never,sometimes,sometimes,2,5,customer service,i have no problem with amazon yet. but others tell me about the refund issues,578132
2023-06-08 17:30:12-05:30,42,female,less than once a month,groceries and gourmet food;home and kitchen,yes,rarely,categories,first page,1,no,sometimes,found a better price elsewhere,sometimes,yes,never,no,sometimes,4,2,competitive prices,user interface,635477
2023-06-11 23:20:57-05:30,58,male,weekly,home and kitchen,sometimes,multiple times a day,others,multiple pages,2,yes,often,others,never,no,rarely,sometimes,sometimes,4,2,product recommendations,unknown,535188
2023-06-05 13:54:28-05:30,22,not_preferred,less than once a month,clothing and fashion;home and kitchen,no,few times per month,categories,first page,5,yes,rarely,others,always,yes,never,sometimes,yes,4,4,customer service,better app interface and lower shipping charges,960129
2023-06-11 23:18:35-05:30,12,not_preferred,once a month,clothing and fashion;others,no,rarely,keyword,first page,3,maybe,never,found a better price elsewhere,rarely,yes,rarely,sometimes,no,3,1,product recommendations,user interface,245673
2023-06-11 23:03:34-05:30,47,not_preferred,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen;others,no,few times per month,keyword,first page,5,maybe,sometimes,high shipping costs,rarely,no,rarely,no,yes,3,1,customer service,no issues,674900
2023-06-07 13:00:09-05:30,66,not_preferred,once a month,beauty and personal care;clothing and fashion,no,few times per month,keyword,multiple pages,5,yes,often,found a better price elsewhere,rarely,no,rarely,no,yes,3,5,customer service,reducing packaging waste,231029
2023-06-06 20:08:19-05:30,34,male,less than once a month,groceries and gourmet food;home and kitchen,sometimes,multiple times a day,categories,first page,5,no,sometimes,others,never,yes,moderately,sometimes,yes,3,5,competitive prices,shipping speed and reliability,671354
2023-06-11 22:44:46-05:30,13,not_preferred,multiple times per week,clothing and fashion;home and kitchen,no,few times per week,others,first page,3,no,rarely,changed my mind or no longer need the item,often,no,rarely,sometimes,sometimes,3,3,quick delivery,quality of product is very poor according to the big offers,544241
2023-06-09 16:30:15-05:30,8,others,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times per week,others,first page,3,maybe,rarely,changed my mind or no longer need the item,sometimes,yes,rarely,sometimes,sometimes,4,1,unknown,no issues,436171
2023-06-11 22:50:44-05:30,50,others,multiple times per week,clothing and fashion;home and kitchen,yes,few times per month,filter,first page,3,no,rarely,high shipping costs,rarely,no,occasionally,yes,no,5,4,all the above,add more familiar brands to the list,519143
2023-06-09 14:44:09-05:30,30,male,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,rarely,keyword,first page,2,yes,never,high shipping costs,often,no,moderately,yes,no,1,3,customer service,no issues,728834
2023-06-07 13:40:37-05:30,15,male,multiple times per week,beauty and personal care;others,no,rarely,filter,first page,3,maybe,never,changed my mind or no longer need the item,often,no,rarely,sometimes,no,1,5,unknown,unknown,456036
2023-06-08 17:39:57-05:30,12,others,few times per month,clothing and fashion;home and kitchen,yes,few times per month,keyword,first page,3,no,never,high shipping costs,often,yes,occasionally,no,no,5,4,competitive prices,no issues,449138
2023-06-09 16:32:28-05:30,14,not_preferred,less than once a month,beauty and personal care;clothing and fashion,no,rarely,keyword,first page,5,maybe,sometimes,others,often,no,heavily,no,no,3,5,customer service,reducing packaging waste,102583
2023-06-05 00:05:20-05:30,45,not_preferred,less than once a month,others,yes,few times per month,keyword,multiple pages,3,no,rarely,others,never,yes,never,sometimes,sometimes,5,5,product recommendations,reducing packaging waste,477277
2023-06-04 23:57:10-05:30,16,male,multiple times per week,clothing and fashion;others,yes,rarely,filter,multiple pages,3,no,sometimes,changed my mind or no longer need the item,rarely,yes,rarely,no,sometimes,4,3,user-friendly website/app interface,product quality and accuracy,730804
2023-06-08 03:32:42-05:30,51,male,once a month,groceries and gourmet food;beauty and personal care,no,few times per week,others,first page,1,no,never,found a better price elsewhere,never,yes,rarely,yes,sometimes,3,4,unknown,scrolling option would be much better than going to next page,819883
2023-06-12 09:40:22-05:30,11,not_preferred,less than once a month,clothing and fashion,no,few times per week,others,first page,2,yes,often,changed my mind or no longer need the item,sometimes,yes,rarely,no,yes,5,2,quick delivery,quality of product is very poor according to the big offers,452402
2023-06-08 22:38:16-05:30,60,others,few times per month,home and kitchen,sometimes,few times per week,filter,first page,3,maybe,often,changed my mind or no longer need the item,never,no,occasionally,no,sometimes,2,3,all the above,scrolling option would be much better than going to next page,360215
2023-06-08 21:39:55-05:30,51,male,once a month,beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times per week,keyword,first page,2,yes,sometimes,high shipping costs,rarely,no,occasionally,sometimes,sometimes,2,5,customer service,add more familiar brands to the list,757478
2023-06-08 03:27:57-05:30,21,female,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion,sometimes,multiple times a day,keyword,multiple pages,5,maybe,sometimes,found a better price elsewhere,never,yes,moderately,yes,no,4,1,product recommendations,scrolling option would be much better than going to next page,868484
2023-06-11 23:27:55-05:30,17,not_preferred,weekly,clothing and fashion,no,few times per week,others,multiple pages,2,maybe,sometimes,others,sometimes,no,occasionally,no,yes,1,2,user-friendly website/app interface,no issues,385824
2023-06-07 21:18:55-05:30,25,female,few times per month,groceries and gourmet food;beauty and personal care;home and kitchen,yes,multiple times a day,filter,first page,3,yes,never,high shipping costs,rarely,no,never,sometimes,yes,1,4,competitive prices,user interface,618687
2023-06-11 23:20:18-05:30,66,male,once a month,beauty and personal care;home and kitchen;others,no,rarely,filter,multiple pages,4,maybe,rarely,others,sometimes,yes,heavily,sometimes,no,5,4,competitive prices,user interface,324772
2023-06-06 18:32:00-05:30,42,female,weekly,home and kitchen,yes,rarely,others,multiple pages,2,no,always,high shipping costs,always,yes,moderately,no,yes,5,2,all the above,add more familiar brands to the list,659493
2023-06-06 18:39:26-05:30,18,not_preferred,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,no,rarely,keyword,first page,4,no,sometimes,found a better price elsewhere,rarely,no,moderately,no,sometimes,1,3,customer service,product quality and accuracy,231947
2023-06-06 18:42:07-05:30,18,others,few times per month,groceries and gourmet food,sometimes,multiple times a day,keyword,multiple pages,5,yes,rarely,changed my mind or no longer need the item,often,no,moderately,no,sometimes,4,2,all the above,user interface,895947
2023-06-07 12:29:31-05:30,52,male,weekly,clothing and fashion;others,no,few times per week,keyword,multiple pages,2,no,always,high shipping costs,rarely,yes,occasionally,sometimes,yes,1,1,quick delivery,scrolling option would be much better than going to next page,419016
2023-06-04 19:23:21-05:30,30,female,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times per month,categories,first page,2,no,sometimes,others,often,yes,moderately,yes,yes,5,2,unknown,shipping speed and reliability,747267
2023-06-05 22:08:15-05:30,59,not_preferred,few times per month,beauty and personal care;clothing and fashion;home and kitchen,no,multiple times a day,keyword,first page,5,maybe,never,found a better price elsewhere,often,no,moderately,sometimes,no,2,4,all the above,scrolling option would be much better than going to next page,970185
2023-06-06 19:12:54-05:30,32,male,once a month,groceries and gourmet food,yes,few times per week,keyword,multiple pages,3,yes,often,high shipping costs,always,yes,never,no,no,4,3,wide product selection,i have no problem with amazon yet. but others tell me about the refund issues,661091
2023-06-08 10:54:00-05:30,15,male,once a month,home and kitchen;others,yes,few times per week,categories,first page,2,no,never,high shipping costs,sometimes,no,rarely,sometimes,yes,5,3,product recommendations,no issues,118146
2023-06-08 17:07:35-05:30,26,not_preferred,once a month,clothing and fashion;home and kitchen,no,multiple times a day,others,first page,1,no,sometimes,others,rarely,no,occasionally,no,yes,5,1,wide product selection,scrolling option would be much better than going to next page,454415
2023-06-08 18:01:33-05:30,13,male,less than once a month,beauty and personal care;home and kitchen;others,sometimes,rarely,keyword,first page,1,no,rarely,found a better price elsewhere,rarely,yes,occasionally,no,sometimes,4,4,customer service,no issues,369324
2023-06-09 16:32:28-05:30,61,female,weekly,clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,first page,5,maybe,often,others,always,yes,never,no,yes,1,5,product recommendations,product quality and accuracy,895597
2023-06-11 23:25:48-05:30,65,male,once a month,groceries and gourmet food;clothing and fashion;others,sometimes,multiple times a day,keyword,multiple pages,4,maybe,often,changed my mind or no longer need the item,often,no,never,no,sometimes,3,1,customer service,no issues,114470
2023-06-08 17:53:11-05:30,63,not_preferred,multiple times per week,groceries and gourmet food;clothing and fashion,sometimes,rarely,others,multiple pages,4,no,always,others,often,yes,moderately,no,sometimes,2,4,all the above,scrolling option would be much better than going to next page,385104
2023-06-08 19:50:55-05:30,34,not_preferred,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,yes,few times per month,keyword,first page,1,yes,always,found a better price elsewhere,always,no,moderately,no,sometimes,3,2,user-friendly website/app interface,user interface,409313
2023-06-08 17:15:27-05:30,58,others,multiple times per week,groceries and gourmet food;clothing and fashion,yes,multiple times a day,others,multiple pages,5,maybe,always,high shipping costs,rarely,no,moderately,yes,no,2,4,user-friendly website/app interface,no issues,613262
2023-06-07 21:19:32-05:30,35,female,weekly,home and kitchen;others,yes,few times per week,categories,first page,1,maybe,rarely,found a better price elsewhere,often,yes,never,yes,yes,3,1,customer service,quality of product is very poor according to the big offers,457844
2023-06-09 09:35:19-05:30,37,others,few times per month,beauty and personal care,no,rarely,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,always,yes,never,sometimes,sometimes,5,4,wide product selection,no issues,777080
2023-06-04 19:45:33-05:30,35,not_preferred,once a month,beauty and personal care;home and kitchen;others,no,multiple times a day,keyword,first page,5,no,rarely,others,sometimes,yes,rarely,sometimes,yes,3,1,user-friendly website/app interface,shipping speed and reliability,623246
2023-06-07 18:20:53-05:30,26,male,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen,sometimes,rarely,categories,first page,2,maybe,never,high shipping costs,always,yes,moderately,sometimes,no,4,4,product recommendations,irrelevant product suggestions,973669
2023-06-08 17:24:42-05:30,45,male,once a month,groceries and gourmet food,no,multiple times a day,others,first page,1,no,often,others,often,yes,rarely,sometimes,sometimes,5,5,wide product selection,no issues,765257
2023-06-09 14:36:46-05:30,36,male,multiple times per week,groceries and gourmet food;home and kitchen,no,few times per month,keyword,multiple pages,5,no,never,found a better price elsewhere,rarely,yes,moderately,no,sometimes,4,2,all the above,user interface,880579
2023-06-07 22:42:24-05:30,6,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;others,yes,few times per month,keyword,multiple pages,1,yes,never,high shipping costs,often,yes,never,sometimes,sometimes,4,3,all the above,product quality and accuracy,627999
2023-06-11 22:58:09-05:30,22,male,once a month,others,sometimes,rarely,others,first page,3,yes,sometimes,found a better price elsewhere,sometimes,no,rarely,no,yes,2,5,customer service,better app interface and lower shipping charges,159905
2023-06-08 03:23:21-05:30,28,male,once a month,groceries and gourmet food;home and kitchen,yes,few times per week,keyword,multiple pages,3,maybe,never,found a better price elsewhere,rarely,no,occasionally,yes,no,3,5,customer service,no issues,181490
2023-06-12 16:02:53-05:30,29,others,once a month,beauty and personal care;others,yes,few times per month,filter,multiple pages,3,maybe,often,found a better price elsewhere,rarely,no,never,no,sometimes,4,5,competitive prices,customer service responsiveness,801433
2023-06-05 00:57:05-05:30,29,not_preferred,less than once a month,groceries and gourmet food;clothing and fashion;home and kitchen;others,sometimes,few times per month,others,multiple pages,2,yes,sometimes,found a better price elsewhere,often,yes,heavily,sometimes,no,4,1,all the above,no issues,102689
2023-06-05 13:10:59-05:30,23,not_preferred,once a month,beauty and personal care,yes,few times per month,keyword,first page,4,no,rarely,changed my mind or no longer need the item,sometimes,yes,moderately,yes,no,4,2,competitive prices,no issues,269243
2023-06-06 10:46:31-05:30,8,female,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen,sometimes,rarely,others,first page,3,maybe,always,changed my mind or no longer need the item,never,no,never,sometimes,yes,3,1,unknown,quality of product is very poor according to the big offers,394622
2023-06-07 11:41:56-05:30,46,male,few times per month,groceries and gourmet food;beauty and personal care;others,sometimes,few times per month,categories,first page,2,no,always,others,sometimes,no,heavily,sometimes,sometimes,4,5,quick delivery,user interface,180866
2023-06-08 17:32:09-05:30,49,others,weekly,beauty and personal care;clothing and fashion;home and kitchen,sometimes,multiple times a day,filter,first page,2,maybe,often,changed my mind or no longer need the item,rarely,yes,heavily,no,sometimes,5,2,customer service,i have no problem with amazon yet. but others tell me about the refund issues,179086
2023-06-05 07:16:40-05:30,43,female,few times per month,beauty and personal care;clothing and fashion,no,few times per month,filter,multiple pages,1,maybe,rarely,high shipping costs,sometimes,yes,rarely,yes,no,2,5,product recommendations,user interface,657063
2023-06-11 22:44:01-05:30,25,male,once a month,beauty and personal care;clothing and fashion;home and kitchen,yes,rarely,others,multiple pages,1,yes,often,found a better price elsewhere,always,no,heavily,no,yes,1,3,unknown,no issues,936728
2023-06-08 17:09:31-05:30,44,female,few times per month,clothing and fashion,no,multiple times a day,filter,multiple pages,2,no,rarely,found a better price elsewhere,always,no,moderately,sometimes,yes,1,2,competitive prices,product quality and accuracy,325885
2023-06-07 22:39:21-05:30,36,male,multiple times per week,groceries and gourmet food;beauty and personal care;home and kitchen,yes,few times per week,keyword,multiple pages,2,yes,always,others,never,yes,heavily,no,no,2,1,customer service,scrolling option would be much better than going to next page,780711
2023-06-09 08:10:05-05:30,5,female,less than once a month,beauty and personal care;home and kitchen,no,rarely,keyword,multiple pages,3,no,sometimes,changed my mind or no longer need the item,often,no,rarely,sometimes,yes,4,1,customer service,user interface,824723
2023-06-12 15:37:14-05:30,33,others,once a month,home and kitchen,sometimes,few times per month,others,multiple pages,3,maybe,sometimes,others,always,yes,rarely,sometimes,no,2,5,competitive prices,reducing packaging waste,778935
2023-06-05 20:06:04-05:30,16,not_preferred,less than once a month,home and kitchen;others,sometimes,multiple times a day,keyword,first page,1,yes,sometimes,high shipping costs,never,yes,never,no,no,5,2,customer service,no issues,587821
2023-06-09 15:23:38-05:30,45,female,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen;others,sometimes,few times per week,keyword,multiple pages,4,yes,often,high shipping costs,sometimes,no,heavily,no,no,3,4,user-friendly website/app interface,user interface,809173
2023-06-07 14:16:43-05:30,27,not_preferred,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,few times per month,keyword,first page,5,yes,always,changed my mind or no longer need the item,sometimes,yes,moderately,no,yes,1,3,customer service,shipping speed and reliability,872823
